time,00_bitset1,00_bitset2,00_bitset3,01_mm1,01_mm2,01_mm3,02_mv1,02_mv2,02_mv3,03_sort1,03_sort2,03_sort3,04_spmv1,04_spmv2,04_spmv3,brainfuck-bootstrap,brainfuck-mandelbrot-nerf,brainfuck-pi-nerf,conv0,conv1,conv2,crypto-1,crypto-2,crypto-3,dead-code-elimination-1,dead-code-elimination-2,dead-code-elimination-3,fft0,fft1,fft2,floyd-0,floyd-1,floyd-2,gameoflife-gosper,gameoflife-oscillator,gameoflife-p61glidergun,hoist-1,hoist-2,hoist-3,instruction-combining-1,instruction-combining-2,integer-divide-optimization-1,integer-divide-optimization-2,integer-divide-optimization-3,median0,median1,median2,shuffle0,shuffle1,shuffle2,sl1,sl2,sl3,stencil0,stencil1,transpose0,transpose1,transpose2
2022-08-01 21:59:08,1942776,3795529,5722706,8873521,7898594,5990477,5210001,1911248,4036316,1147150,17571669,3412215,4731834,2930284,3033702,13590745,32331007,2055911,10789837,17823228,13091776,4319913,3539583,4684925,46,4597,502228,5987247,12900485,12355881,60,44311,21969863,12756123,11325156,11561438,1390,1292441,12964819,35,8670,43156,22132792,-1,3359433,2396167,19860780,9735135,9539323,3673136,7805378,3087547,1534029,52198,204370,3097893,2859376,9130998
2022-08-02 00:04:47,1942776,3795529,5722706,8873521,7898594,5990477,5210001,1911248,4036316,1139664,17518489,3392807,4731834,2930284,3033702,13590745,32331007,2055911,10765509,17794042,13072591,4318656,3539779,4663987,46,4597,502228,6026770,12804812,12448388,61,44327,22021340,12744855,11324642,11557872,1390,1325561,13023556,35,8670,43156,22132792,-1,2614416,2031,13943016,6512457,9345888,3594622,7805378,3087547,1534029,104036,206024,3058306,2857843,9172935
2022-08-02 00:36:29,1942776,3795529,5722706,8873521,7898594,5990477,5210001,1911248,4036316,1139664,17518489,3392807,4731834,2930284,3033702,13590745,32331007,2055911,10765509,17794042,13072591,4318656,3539779,4663987,46,4597,502228,6026770,12804812,12448388,61,44327,22021340,12744855,11324642,11557872,1390,1325561,13023556,35,8670,43156,22132792,-1,2614416,2031,13943016,6512457,9345888,3594622,7805378,3087547,1534029,52198,206024,3058306,2857843,9172935
2022-08-02 11:11:44,1953349,3799763,5702077,8873521,7898594,5990477,5210001,1911248,4036316,1112059,16669789,3280675,4731834,2930284,3033702,13587659,31959590,2037446,10765509,17794042,13072591,4030698,3303568,4371136,46,4597,502228,6026770,12804812,12448388,61,44327,22021340,12748142,11315560,11676505,1390,1325561,13023556,35,8670,43156,22132792,-1,2611920,2029,13937678,6512457,9345888,3594622,7805378,3087547,1534029,52198,204370,3058306,2857843,9172935
2022-08-02 17:48:45,1577711,3074396,4603411,8873521,7898594,5990477,5210001,1911248,4036316,1128808,17597833,3405013,4731834,2930284,3033702,13590745,32331007,2055911,10789837,17823228,13091776,4319913,3539583,4684925,46,4597,502228,5987247,12900485,12355881,60,44311,21969863,12756123,11325156,11561438,1390,1292441,12964819,35,8670,43156,22132792,-1,3359433,2396167,19860780,6510613,9387556,3649347,7805378,3087547,1534029,52198,204370,3129121,2906165,9189590
2022-08-02 18:01:40,1577711,3074396,4603411,8873521,7898594,5990477,5210001,1911248,4036316,1128808,17597833,3405013,4731834,2930284,3033702,13590745,32331007,2055911,10789837,17823228,13091776,4319913,3539583,4684925,46,4597,502228,5987247,12900485,12355881,60,44311,21969863,12756123,11325156,11561438,1390,1292441,12964819,35,8670,43156,22132792,-1,3359433,2396167,19860780,9735135,9539323,3673136,7805378,3087547,1534029,52198,204370,3129121,2906165,9189590
2022-08-03 07:58:59,1577711,3074396,4603411,8873521,7898594,5990477,5210001,1911248,4036316,1128808,17597833,3405013,4731834,2930284,3033702,13590745,32331007,2055911,10789837,17823228,13091776,4319913,3539583,4684925,46,4597,502228,5987247,12900485,12355881,60,44311,21969863,12756123,11325156,11561438,1390,1292441,12964819,35,8670,43156,22132792,-1,3359433,2396167,19860780,6510613,9387556,3649347,7805378,3087547,1534029,52198,204370,3129121,2906165,9189590
2022-08-04 11:06:35,1575893,3100283,4634312,8873521,7898594,5990477,5210001,1911248,4036316,1128808,17597833,3405013,4731834,2930284,3033702,-1,-1,-1,6871990,13418619,10175844,-1,-1,-1,46,4597,502228,5479436,11699591,11228932,60,44311,21969863,12756123,11325156,11561438,1390,1292441,12964819,35,8670,43156,22132792,-1,3359433,2396167,19860780,6510613,9387556,3649347,7805378,3087547,1534029,52198,204370,3097893,2859376,9130998
2022-08-04 12:01:56,1577711,3074396,4603411,8873521,7898594,5990477,5210001,1911248,4036316,1128808,17597833,3405013,4731834,2930284,3033702,13590745,32331007,2055911,10789837,17823228,13091776,4319913,3539583,4684925,46,4597,502228,5987247,12900485,12355881,60,44311,21969863,12756123,11325156,11561438,1390,1292441,12964819,35,8670,43156,22132792,-1,3359433,2396167,19860780,6510613,9387556,3649347,7805378,3087547,1534029,52198,204370,3097893,2859376,9130998
2022-08-04 18:28:49,1865903,3716537,5579643,8879025,7887458,6008448,5211901,1909394,4038375,1016301,14904304,2843186,4738937,2861811,3121459,14706512,34125766,2154640,10570988,17540082,12850924,1810291,1483813,1965543,25,2386,272811,6036057,12859885,12409403,-1,-1,-1,12742993,11323967,11509733,501,501244,5023474,35,8699,142,99862,1762940,2619249,1972,13931381,6356314,9327177,3491956,7813065,3099876,1537752,95661,133654,3358533,3560483,9782370
2022-08-04 23:21:07,1865903,3716537,5579643,8879025,7887458,6008448,5204883,1910072,4036052,1016301,14904304,2843186,4738937,2861811,3121459,14706512,34125766,2154640,10570988,17540082,12850924,1810291,1483813,1965543,25,2386,272811,6036057,12859885,12409403,61,44336,21998111,12742993,11323967,11509733,501,501244,5023474,35,8699,142,99862,1762940,2619249,1972,13931381,6356314,9327177,3491956,7813065,3099876,1537752,95661,133654,3358533,3560483,9782370
2022-08-04 23:38:40,1873107,3692596,5479006,8879025,7887458,6008448,5253492,1914250,4047811,1056348,15413412,2953860,4738937,2861811,3121459,15835984,38389047,2352976,10526407,17551195,12844038,1816447,1488952,1970496,25,2377,265844,5972446,12798319,12365438,61,44261,21966798,12726900,11303895,11661465,501,534427,5003187,35,8699,142,99890,1722709,2613530,1975,13937370,6524940,9281172,3281602,7813065,3099876,1537752,48849,226182,3477131,3219582,9932435
2022-08-04 23:46:55,1530831,2974596,4463017,8879025,7887458,6008448,5253492,1914250,4047811,1009228,15459317,2950108,4738937,2861811,3121459,15835984,38389047,2352976,10526407,17551195,12844038,1816447,1488952,1970496,25,2377,265844,5972446,12798319,12365438,61,44261,21966798,12726900,11303895,11661465,501,534427,5003187,35,8699,142,99890,1722709,2613530,1975,13937370,6524940,9281172,3281602,7813065,3099876,1537752,48849,226182,3477131,3219582,9932435
2022-08-05 10:13:47,1577711,3074396,4603411,8873521,7898594,5990477,5210001,1911248,4036316,1121745,17395001,3383670,4731834,2930284,3033702,13590745,32331007,2055911,10789837,17823228,13091776,4319913,3539583,4684925,46,4597,502228,5986933,12823535,12353767,60,44311,21969863,12756123,11325156,11561438,1390,1292441,12964819,35,8670,43156,22132792,-1,3359433,2396167,19860780,6510613,9387556,3649347,7805378,3087547,1534029,52198,204370,3129121,2906165,9189590
2022-08-05 11:00:27,1577711,3074396,4603411,8873521,7898594,5990477,5210001,1911248,4036316,1121745,17395001,3383670,4731834,2930284,3033702,13590745,32331007,2055911,10789837,17823228,13091776,4319913,3539583,4684925,46,4597,502228,6028126,12817893,12398810,60,44311,21969863,12756123,11325156,11561438,1390,1292441,12964819,35,8670,43156,22132792,-1,3359433,2396167,19860780,6510613,9387556,3649347,7805378,3087547,1534029,52198,204370,3097893,2859376,9130998
2022-08-05 11:27:05,1634401,3109968,4681085,8873521,7898594,5990477,5210001,1911248,4036316,1117477,17337665,3368681,4731834,2930284,3033702,13590745,32331007,2055911,10795919,17818670,13090548,4318517,3539711,4684815,46,4597,502228,6021085,12890014,12379196,61,44261,21967893,12756123,11325156,11561438,1390,1292441,12964819,35,8670,43156,22132792,-1,3359433,2396167,19860780,6612366,9289539,3663850,7805378,3087547,1534029,103177,201796,3089853,2813650,9146315
2022-08-05 13:20:50,1539097,3057386,4820551,8847137,7892745,5987072,5209560,1907157,4020545,1118016,17347531,3373779,4734982,2998826,3103301,13590745,32331007,2055911,10799867,17829255,13114493,4319261,3539413,4686361,46,4597,502228,5986710,12813446,12363273,60,43774,21695851,12745947,11315179,11699905,1390,1292441,12964819,35,8670,43156,22132792,-1,3359424,2395463,19871822,6972872,9291624,3685422,7742967,3074705,1528711,100846,206486,3061396,2838446,9175679
2022-08-05 13:44:54,1549338,2993186,4495710,8862349,7884668,6342315,5155153,1903534,4005476,997423,14861455,2866822,4724292,2935458,3076829,15835984,38389047,2352976,10447003,17541872,12849646,1822447,1490460,1970123,25,2377,265844,5983870,12794301,12346125,60,43729,21699874,12732367,11307874,11434835,501,534427,5003187,35,8699,142,99890,1722709,2613545,1974,13930924,6353166,10492818,3354792,7737430,3113806,1534024,100740,129162,3456511,3869281,10021154
2022-08-05 13:50:05,1549338,2993186,4495710,8862349,7884668,6342315,5155153,1903534,4005476,997423,14861455,2866822,4724292,2935458,3076829,15835984,38389047,2352976,10447003,17541872,12849646,1822447,1490460,1970123,25,2377,265844,5983870,12794301,12346125,60,43729,21699874,12732367,11307874,11434835,501,534427,5003187,35,8699,142,99890,1722709,2613545,1974,13930924,6353166,10492818,3354792,7737430,3113806,1534024,60972,126360,3456511,3869281,10021154
2022-08-06 18:22:15,1530831,2974596,4463017,8878146,8307446,6320094,5153461,1900778,4018365,1012300,15238740,2916087,4728136,2932030,3068623,15835984,38389047,2352976,10580753,17586891,12885404,1924144,1576985,2088753,25,2377,265844,5976508,12809356,12358783,61,44261,21966798,12767935,11307581,11503305,501,534427,5003187,35,8699,142,99890,1722709,2613530,1975,13937370,6821943,10459770,3364199,7840743,3125623,1544678,70237,163210,3477131,3219582,9932435
2022-08-06 18:32:16,1530484,3008646,4502982,7519690,6766289,5207291,-1,-1,-1,1037046,15686072,2979289,3896296,2601921,2742194,15066152,37230940,2193982,-1,-1,-1,2125357,1742321,2305793,22,2122,212304,6036678,12834511,12371925,61,44334,21970734,13481040,11863169,12226552,445,478975,4447485,35,8742,130,93255,1664488,2616454,-1,13942253,6153458,9266712,3491840,7724558,3071088,1515470,35035,105352,-1,-1,-1
2022-08-06 18:50:03,1552429,2997918,4497444,7493067,6772523,5209106,-1,-1,-1,1033225,15796364,3003478,3901881,2750683,2718460,15063856,37039138,2184360,-1,-1,-1,2124268,1745983,2312742,22,2122,217368,5980506,12805536,12350835,61,44353,21988492,13466730,11901208,12246960,445,444903,4448531,35,8742,129,94730,1687904,2616678,-1,13943356,6614901,9443694,3551443,7624402,3056091,1511878,46821,112128,-1,-1,-1
2022-08-06 18:55:04,1530831,2974596,4463017,8879025,7887458,6008448,5156927,1899415,4009757,1013408,15162565,2908144,4726914,2870205,3059020,15835984,38389047,2352976,10581351,17592610,12881078,1923525,1575801,2086542,25,2377,265844,5973747,12806493,12347243,61,44261,21966798,12752167,11326932,11512265,501,534427,5003187,35,8699,142,99890,1722709,2613530,1975,13937370,6821943,10459770,3364199,7901765,3136896,1552833,48849,226182,3220815,3326921,10073795
2022-08-06 20:28:43,1553573,2998726,4491431,8862659,7903792,6315552,5198683,1909304,4019962,1006487,15286162,2920533,4724158,2916351,3087645,14326104,35755838,2113427,10425385,17500210,12789846,1978225,1589856,2105065,23,2207,212333,5998054,12831651,12385830,61,44277,21976921,12751283,11377741,11584617,501,502505,5018560,35,8692,129,93969,1675683,2613530,1975,13937370,6169334,10486273,3498232,7602084,3056871,1503164,41464,109649,3392959,3469396,9974136
2022-08-06 20:42:38,1502286,2989035,4502910,9323708,7898537,5977200,5208796,1903929,4042953,997560,14840520,2868524,4733098,2909345,3039634,14326104,35755838,2113427,10512411,17564731,12883316,1946916,1596713,2113137,23,2207,212333,5992893,12841726,12381871,60,43926,21697366,12766810,11322195,11601720,501,502505,5018560,35,8692,129,93969,1675683,2613545,1974,13930924,6526597,10485642,3484929,7550353,3023505,1515485,44294,134488,3381068,3318537,9880322
2022-08-06 21:22:11,1502286,2989035,4502910,9323708,7898537,5977200,5208796,1903929,4042953,997560,14840520,2868524,4733098,2909345,3039634,14326104,35755838,2113427,10512411,17564731,12883316,1946916,1596713,2113137,23,2207,212333,5992893,12841726,12381871,60,43926,21697366,12766810,11322195,11601720,501,502505,5018560,35,8692,129,93969,1675683,2613545,1974,13930924,6526597,10485642,3484929,7550353,3023505,1515485,44294,134488,3381068,3318537,9880322
2022-08-06 21:49:24,1464184,2917625,4377607,8869113,7888091,5987989,5206432,1906184,4040034,999661,14808977,2857724,4727617,2946452,3028549,14323545,35741841,2113588,10598392,17484309,12704193,1995424,1595180,2102514,22,2113,211422,5935890,12629243,12185280,61,43764,21708293,12747612,11323057,11518015,501,500383,5009152,33,8203,129,93950,1675847,2615383,2010,13934380,6895595,10448306,3528659,7545046,3047961,1513429,40858,119744,3294549,3219788,9673604
2022-08-06 21:58:55,1464184,2917625,4377607,8869113,7888091,5987989,5206432,1906184,4040034,999661,14808977,2857724,4727617,2946452,3028549,14323545,35741841,2113588,10598392,17484309,12704193,1995424,1595180,2102514,22,2113,211422,5935890,12629243,12185280,61,43764,21708293,12747612,11323057,11518015,501,500383,5009152,33,8203,129,93950,1675847,2615383,2010,13934380,6895595,10448306,3528659,7545046,3047961,1513429,40858,119744,3294549,3219788,9673604
2022-08-07 14:37:54,1482113,2964340,4408736,8859740,7875651,6471520,5153262,1902627,4010929,994100,14435098,2804129,4734942,3128853,3055553,15120728,41677084,2323913,10604249,17464631,12707323,1971757,1584105,2093079,22,2165,212402,5888165,12625596,12195724,61,43764,21708293,12749795,11343318,11568716,445,445272,4447106,33,8203,130,94083,1676060,2617502,1956,13930260,6256912,9365957,3563892,7613646,3022053,1500019,47834,105118,3317022,3452508,9893941
2022-08-07 15:29:25,1464184,2917625,4377607,8869113,7888091,5987989,5206432,1906184,4040034,999661,14808977,2857724,4727617,2946452,3028549,14323545,35741841,2113588,10598392,17484309,12704193,1995424,1595180,2102514,22,2113,211422,5935890,12629243,12185280,61,43764,21708293,12747612,11323057,11518015,501,500383,5009152,33,8203,129,93950,1675847,2615383,2010,13934380,6895595,10448306,3528659,7545046,3047961,1513429,40858,119744,3294549,3219788,9673604
2022-08-07 16:36:27,-1,-1,-1,8869113,7888091,5987989,5206432,1906184,4040034,986064,14318224,2778210,4727617,2946452,3028549,13967674,35683918,2093477,10598392,17484309,12704193,1897750,1554983,2053627,22,2113,211422,5935890,12629243,12185280,61,43764,21708293,12747612,11323057,11518015,501,500383,5009152,33,8203,129,93950,1675847,2615383,2010,13934380,6895595,10448306,3528659,7545046,3047961,1513429,40858,119744,3294549,3219788,9673604
2022-08-07 17:00:46,1483923,2909998,4319335,8869113,7888091,5987989,5206432,1906184,4040034,986064,14318224,2778210,4727617,2946452,3028549,13967674,35683918,2093477,10598392,17484309,12704193,1897750,1554983,2053627,22,2113,211422,5935890,12629243,12185280,61,43764,21708293,12747612,11323057,11518015,501,500383,5009152,33,8203,129,93950,1675847,2615383,2010,13934380,6895595,10448306,3528659,7545046,3047961,1513429,40858,119744,3294549,3219788,9673604
2022-08-08 21:40:57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022-08-09 11:24:14,1549338,2993186,4495710,8862349,7884668,6342315,5155153,1903534,4005476,997423,14861455,2866822,4724292,2935458,3076829,15835984,38389047,2352976,10447003,17541872,12849646,1822447,1490460,1970123,25,2377,265844,5983870,12794301,12346125,60,43729,21699874,12732367,11307874,11434835,501,534427,5003187,35,8699,142,99890,1722709,2613545,1974,13930924,6353166,10492818,3354792,7737430,3113806,1534024,100740,126360,3456511,3869281,10021154
2022-08-10 14:35:21,1476755,2913359,4360297,8877799,7942760,6044717,5208796,1903929,4042953,993121,14702224,2836024,4733098,2909345,3039634,14359466,35748171,2113050,10614901,17502554,12730997,1942800,1591996,2104974,22,2112,211421,5883093,12612615,12158684,61,43890,21711708,12710716,11308841,11493003,501,500411,5003292,33,8158,129,94196,1675691,2613800,1947,13945324,7084127,10508118,3594216,7900254,3081920,1534579,44493,106159,3688803,3648287,10471283
2022-08-10 15:32:34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022-08-10 15:48:38,1441818,2901349,4344709,9801263,7902333,6391738,5155721,1822810,4040111,963904,14321570,2750938,4725109,2852898,3006801,13603839,32995084,2038939,10526519,17317822,12656287,1847205,1512328,2002069,25,2405,240649,5889597,12627943,12177100,61,43820,21684901,12743705,11332951,11561814,501,500457,5003347,33,8178,136,93862,1722353,2613813,1942,13932901,6617484,10503309,3544401,7811336,3059515,1532040,36859,94614,3270723,3430594,9916187
2022-08-10 16:50:38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022-08-10 16:59:40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022-08-10 17:40:40,1476755,2913359,4360297,8877799,7942760,6044717,5208796,1903929,4042953,993121,14702224,2836024,4733098,2909345,3039634,14359466,35748171,2113050,10614901,17502554,12730997,1942800,1591996,2104974,22,2112,211421,5883093,12612615,12158684,61,43890,21711708,12710716,11308841,11493003,501,500411,5003292,33,8158,129,94196,1675691,2613800,1947,13945324,7084127,10508118,3594216,7900254,3081920,1534579,44493,106159,3688803,3648287,10471283
2022-08-11 11:52:30,1454231,2912140,4360161,9801263,7902333,6391738,5155721,1822810,4040111,1012636,14399062,2768927,4725109,2852898,3006801,13604293,32998078,2038343,10542635,17301551,12644876,1884789,1545193,2049234,25,2405,240649,5891048,12627292,12186574,61,43820,21684901,12743705,11332951,11561814,501,500457,5003347,33,8178,136,93862,1722353,2613813,1942,13932901,6324387,10480691,3567621,7811336,3059515,1532040,35484,99935,3195090,3370173,9891552
2022-08-11 21:04:19,1454515,2910376,4355801,8868603,8331434,5974179,5216270,1906969,4043173,1059089,14856874,2858511,4733098,2909345,3039634,14400838,39619650,2241961,10541528,17476926,12739154,1904614,1561072,2064003,22,2112,211421,5879689,12611778,12166426,61,43890,21711708,12716537,11296865,11549647,501,500411,5003292,33,8158,129,94196,1675691,2614652,1947,13937233,6657333,10487504,3527215,7900254,3081920,1534579,44493,106159,3688803,3648287,10471283
2022-08-12 08:31:32,1454515,2910376,4355801,8868603,8331434,5974179,5216270,1906969,4043173,1059089,14856874,2858511,4733098,2909345,3039634,14400838,39619650,2241961,10541528,17476926,12739154,1904614,1561072,2064003,22,2112,211421,5879689,12611778,12166426,61,43890,21711708,12716537,11296865,11549647,501,500411,5003292,33,8158,129,94196,1675691,2614652,1947,13937233,6657333,10487504,3527215,7900254,3081920,1534579,44493,106159,3688803,3648287,10471283
2022-08-12 16:44:51,1493272,2984585,4472919,8873694,7903982,5991702,5216129,1908730,4034753,970433,14135051,2744009,4722067,2921536,3038503,15107682,39217172,2294391,10634820,17528632,12733677,1859645,1524929,2019309,-1,-1,-1,5896826,12639186,12177393,60,43764,21703074,12719499,11327898,11510749,445,444959,4448541,33,8165,129,93996,1716247,-1,-1,-1,6907298,10506871,3526580,7852192,3060498,1538059,51095,109474,3273713,3401874,10063326
2022-08-12 19:43:28,1503799,2933901,4377933,-1,-1,-1,5204125,1910678,4033426,988071,14865595,2850599,4733653,2974552,3062228,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,2112,213694,-1,-1,-1,-1,-1,-1,13200419,11741899,11971191,501,500694,5004784,32,8101,130,96262,1673222,6388,-1,-1,6351356,10439057,3548074,-1,-1,-1,38267,97003,-1,-1,-1
2022-08-12 21:28:26,1503799,2933901,4377933,-1,-1,-1,5204125,1910678,4033426,988071,14865595,2850599,4733653,2974552,3062228,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,2112,213694,-1,-1,-1,-1,-1,-1,13200419,11741899,11971191,501,500694,5004784,32,8101,130,96262,1673222,6222,-1,-1,6351356,10439057,3548074,-1,-1,-1,38267,97003,-1,-1,-1
2022-08-13 11:01:10,1446928,2891480,4330731,8870395,7915971,6004746,5155721,1822810,4040111,991022,14385835,2760998,4725109,2852898,3006801,15112931,39982186,2284122,10525634,17357946,12680405,1879963,1539127,2036137,25,2405,240649,5892223,12649376,12179012,61,43820,21684901,12746941,11332297,11517003,501,500457,5003347,33,8178,136,93862,1722353,2613813,1942,13932901,6556656,10468329,3549246,7811336,3059515,1532040,39157,99844,3403328,3458578,9833642
2022-08-13 12:06:12,1446928,2891480,4330731,8870395,7915971,6004746,5155721,1822810,4040111,991022,14385835,2760998,4725109,2852898,3006801,15112931,39982186,2284122,10525634,17357946,12680405,1879963,1539127,2036137,25,2405,240649,5892223,12649376,12179012,61,43820,21684901,12746941,11332297,11517003,501,500457,5003347,33,8178,136,93862,1722353,2613813,1942,13932901,6556656,10468329,3549246,7811336,3059515,1532040,39157,99844,3403328,3458578,9833642
2022-08-13 21:03:32,1497778,2944989,4346307,9427955,8352717,5989384,5217308,1910073,4041577,989289,14576766,2807646,4739066,2928333,3032315,15409029,34000794,2192805,10406630,17321677,12718826,1942081,1555534,2059206,22,2112,213694,-1,-1,-1,60,43730,21686741,12721070,11370367,11563455,501,500827,5003103,35,8716,130,96262,1673222,6190,-1,-1,5907904,10490892,3483585,7824241,3041585,1512397,37305,110906,3575890,3333028,9799119
2022-08-13 21:44:17,1497778,2944989,4346307,9427955,8352717,5989384,5217308,1910073,4041577,989289,14576766,2807646,4739066,2928333,3032315,15409029,34000794,2192805,10406630,17321677,12718826,1942081,1555534,2059206,22,2112,213694,-1,-1,-1,60,43730,21686741,12721070,11370367,11563455,501,500827,5003103,35,8716,130,96262,1673222,6190,-1,-1,5907904,10490892,3483585,7824241,3041585,1512397,37305,110906,3575890,3333028,9799119
2022-08-14 15:08:11,1421584,2804257,4166118,8870395,7915971,6004746,5155721,1822810,4040111,966215,14386048,2765151,4723071,2881778,3121561,14743574,37320517,2194839,10537129,17374704,12694585,1713313,1406293,1861452,24,2395,239632,5888387,12621297,12176534,61,43820,21684901,12724552,11237911,11653310,501,500408,5013930,33,8117,130,100519,1749015,2613589,1935,13967214,6385962,10479458,3662859,7811336,3059515,1532040,38341,97271,3457021,3268553,10091668
2022-08-14 15:30:25,1421584,2804257,4166118,8870395,7915971,6004746,5155721,1822810,4040111,966215,14386048,2765151,4723071,2881778,3121561,14743574,37320517,2194839,10537129,17374704,12694585,1713313,1406293,1861452,24,2395,239632,5888387,12621297,12176534,88,36279,17941383,12724552,11237911,11653310,501,500408,5013930,33,8117,130,100519,1749015,2613589,1935,13967214,6385962,10479458,3662859,7811336,3059515,1532040,38341,97271,3457021,3268553,10091668
2022-08-14 15:39:16,1421584,2804257,4166118,8870395,7915971,6004746,5155721,1822810,4040111,966215,14386048,2765151,4723071,2881778,3121561,14743574,37320517,2194839,10537129,17374704,12694585,1713313,1406293,1861452,24,2395,239632,5888387,12621297,12176534,88,36279,17941383,12724552,11237911,11653310,501,500408,5013930,33,8117,130,100519,1749015,2613589,1935,13967214,6385962,10479458,3662859,7811336,3059515,1532040,38341,97271,3457021,3268553,10091668
2022-08-14 16:05:17,1395802,2766776,4162360,8864324,8531458,6000046,5155721,1822810,4040111,964133,14413697,2770135,4727243,2922130,3115139,13605856,33890895,2056989,10589048,17445336,12693748,1784784,1458661,1931301,24,2395,239632,5871331,12604406,12139543,55,36297,17922325,12725632,11205659,11590929,501,500408,5013930,33,8117,130,100519,1749015,2616281,1915,13975778,6458313,10133208,3653033,7811336,3059515,1532040,39098,96632,3280669,3151687,10091778
2022-08-14 16:16:32,1395802,2766776,4162360,8864324,8531458,6000046,5155721,1822810,4040111,964133,14413697,2770135,4727243,2922130,3115139,13605856,33890895,2056989,10589048,17445336,12693748,1784784,1458661,1931301,24,2395,239632,5871331,12604406,12139543,55,36297,17922325,12725632,11205659,11590929,501,500408,5013930,33,8117,130,100519,1749015,2616281,1915,13975778,6458313,10133208,3653033,7811336,3059515,1532040,39098,96632,3280669,3151687,10091778
2022-08-14 18:18:43,1395802,2766776,4162360,8864324,8531458,6000046,5155721,1822810,4040111,964133,14413697,2770135,4727243,2922130,3115139,13605856,33890895,2056989,10589048,17445336,12693748,1784784,1458661,1931301,24,2395,239632,5871331,12604406,12139543,55,36297,17922325,12725632,11205659,11590929,501,500408,5013930,33,8117,130,100519,1749015,2616281,1915,13975778,6458313,10133208,3653033,7811336,3059515,1532040,39098,96632,3280669,3151687,10091778
2022-08-14 20:59:50,1497778,2944989,4346307,9427955,8352717,5989384,5217308,1910073,4041577,989289,14576766,2807646,4739066,2928333,3032315,15409029,34000794,2192805,10406630,17321677,12718826,1942081,1555534,2059206,22,2112,213694,-1,-1,-1,60,43730,21686741,12721070,11370367,11563455,501,500827,5003103,35,8716,130,96262,1673222,2648653,1991,13938327,5907904,10490892,3483585,7824241,3041585,1512397,37305,110906,3575890,3333028,9799119
2022-08-14 21:23:40,1497778,2944989,4346307,9427955,8352717,5989384,5217308,1910073,4041577,989289,14576766,2807646,4739066,2928333,3032315,15409029,34000794,2192805,10395074,17324848,12718188,1878651,1541407,2040137,22,2112,213694,5890829,12631562,12203292,60,43764,21703074,13221385,11746172,11949129,501,500827,5003103,35,8716,130,96262,1673222,2613303,1952,13936664,6146881,10446772,3481955,7824241,3041585,1512397,38214,103454,3575890,3333028,9799119
2022-08-14 23:33:29,1497778,2944989,4346307,9427955,8352717,5989384,5217308,1910073,4041577,989289,14576766,2807646,4739066,2928333,3032315,15409029,34000794,2192805,10395074,17324848,12718188,1878651,1541407,2040137,22,2112,213694,5890829,12631562,12203292,60,43764,21703074,13221385,11746172,11949129,501,500827,5003103,35,8716,130,96262,1673222,6326,-1,-1,6146881,10446772,3481955,7824241,3041585,1512397,38214,103454,3575890,3333028,9799119
2022-08-14 23:58:27,1284594,2575923,3838946,10004910,6788303,5238713,4994588,1750618,3909127,-1,-1,-1,4654242,2815350,3048177,15509941,39212027,2334821,10430178,17197214,12480954,1716552,1406664,1863070,20,1866,186803,5938593,12620566,12173942,53,35194,17374134,12898940,11372402,11743753,445,444801,4447427,37,9172,135,93115,1662882,2121432,1897,12615986,6165554,10498037,3696628,7988371,3091045,1510444,38646,119532,3528964,3197479,9922843
2022-08-15 00:13:28,1399326,2723953,4085612,8864324,8531458,6000046,5155721,1822810,4040111,988293,14421254,2768269,4727243,2922130,3115139,13605856,33890895,2056989,10589048,17445336,12693748,1703343,1368188,1811643,19,1849,184979,5871331,12604406,12139543,55,36297,17922325,12721596,11230261,11625790,501,500438,5005953,33,8117,130,100519,1749015,2616281,1915,13975778,6458313,10133208,3653033,7811336,3059515,1532040,39098,96632,3280669,3151687,10091778
